price_usd;comuna;dorm;bath;built_area;total_area;parqking
102117;PuenteAlto;4;1;85;85;
203878;PuenteAlto;3;3;75;150;2
108344;PuenteAlto;3;1;83;92;1
864265;Colina;5;5;360;890;2
3324097;LasCondes;4;6;1200;2500;10
215442;Macul;2;1;90;295;2
1994015;Vitacura;4;2;351;800;
118306;PadreHurtado;5;2;125;290;
118306;LaFlorida;2;1;70;100;1
311333;LaFlorida;8;4;189;281;2
398448;Colina;4;4;150;305;2
1037118;LasCondes;5;3;234;476;5
642659;LaReina;4;3;190;415;2
168120;LaFlorida;3;2;80;157;2
155666;SanJoaquín;1;;170;170;1
917451;LasCondes;5;4;221;456;
879778;Vitacura;5;4;180;346;3
193026;LoPrado;5;1;88;227;4
121420;Maipu;3;1;;;1
797343;Vitacura;4;3;224;265;
855401;Santiago;15;4;604;691;6
180573;PuenteAlto;3;2;98;177;1
115816;Maipu;2;1;96;111;1
102117;CerroNavia;2;;;;
549584;Ñuñoa;4;2;150;200;4
248443;PuenteAlto;4;3;140;230;3
84682;SanRamon;1;1;30;162;1
101939;PuenteAlto;2;1;41;95;1
613850;LasCondes;3;2;133;210;
412188;LaFlorida;3;3;108;340;
206005;PuenteAlto;3;3;83;120;1
505263;Colina;3;3;127;350;2
348692;Macul;6;3;250;340;4
487534;Providencia;4;2;163;140;1
1550802;LoBarnechea;5;5;463;851;4
212742;LaFlorida;4;2;96;187;1
373599;LoBarnechea;5;2;117;187;2
232687;Peñalolén;3;2;77;164;1
145704;Renca;4;2;95;128;
226650;Buin;3;3;86;265;3
1328309;LoBarnechea;6;4;395;1525;6
629362;Colina;4;4;276;570;2
518559;LaReina;5;4;285;285;1
230386;Maipu;4;2;170;205;3
398506;PuenteAlto;8;4;1200;1200;
1373960;LoBarnechea;4;;446;2060;8
491966;Providencia;5;3;200;250;1
425484;Colina;3;3;;;
148476;LaFlorida;3;2;116;131;3
118306;Maipu;3;2;82;145;
554016;Huechuraba;5;5;180;530;
775623;LoBarnechea;4;4;268;6000;
1458171;LoBarnechea;6;5;300;700;4
389363;LaFlorida;3;2;107;260;3
664819;Colina;1;;127;2945;3
753462;Pirque;4;3;315;10000;
598337;Providencia;7;3;210;170;
155666;Maipu;3;1;67;135;1
498132;Maipu;3;2;190;750;5
620055;Colina;5;5;172;400;3
1462603;LasCondes;4;4;285;1092;8
261519;LaFlorida;4;2;93;130;3
1276453;LoBarnechea;4;3;363;1200;4
788919;Colina;5;4;200;980;2
336842;SanBernardo;2;1;133;334;
99626;SanBernardo;2;1;55;81;2
136986;Maipu;2;2;70;120;2
975068;Colina;4;4;350;3151;4
136986;LaCisterna;2;1;85;145;1
1263157;LoBarnechea;4;7;500;1000;4
230028;Peñalolén;3;2;78;190;
93400;SanBernardo;3;1;52;52;1
174222;Maipu;3;1;70;200;1
175956;Renca;3;2;70;93;2
174346;Maipu;5;2;108;176;
139477;Cerrillos;3;1;60;141;
279224;LaFlorida;3;4;107;75;
205479;Conchalí;3;2;171;204;1
155125;LaFlorida;3;2;160;160;
229363;Peñalolén;3;2;89;219;3
735733;LaFlorida;6;7;560;3290;8
465374;Huechuraba;4;4;150;250;2
226650;Peñalolén;3;2;88;88;1
664376;LaReina;5;4;180;300;2
224159;Renca;6;3;160;220;3
102117;PuenteAlto;3;1;47;126;3
136986;PuenteAlto;3;2;80;90;
664376;LasCondes;4;2;160;200;1
89664;ElMonte;2;1;81;110;1
975068;LasCondes;5;4;226;459;2
992354;LasCondes;3;3;169;714;1
224159;Peñalolén;7;3;114;162;1
930747;LoBarnechea;4;3;230;720;
190582;Maipu;4;3;107;159;2
174346;PuenteAlto;3;2;65;200;5
1285318;LaReina;5;4;320;1320;6
230386;SanBernardo;4;2;170;341;3
184309;LaCisterna;2;1;89;275;3
105853;SanBernardo;3;2;89;81;2
136986;PuenteAlto;3;2;59;80;2
124533;SanBernardo;4;2;139;145;1
224159;Peñalolén;8;5;120;210;1
1085872;Pirque;3;3;400;15000;
597894;Colina;5;3;200;400;3
149440;Quilicura;3;2;65;85;1
664376;LasCondes;4;2;150;200;1
211706;Maipu;5;2;60;150;3
259280;Quilicura;3;2;167;247;
376731;Colina;2;3;180;1200;
376731;Huechuraba;4;3;165;262;2
791135;LoBarnechea;4;4;240;501;3
249066;SanJosédeMaipo;2;2;110;2232;6
662603;Ñuñoa;10;3;265;713;4
115235;EstacionCentral;4;1;110;131;1
118306;Maipu;3;1;80;128;1
398892;LaFlorida;4;2;120;288;1
2216065;LasCondes;6;8;650;3460;5
311333;EstacionCentral;3;2;120;162;
174346;CerroNavia;5;4;150;203;1
735733;Ñuñoa;4;2;155;433;
815512;Recoleta;6;5;360;265;
97136;PuenteAlto;2;1;75;85;1
161893;ElBosque;4;3;100;130;1
95890;PuenteAlto;3;1;65;105;1
285181;Independencia;5;1;235;335;
120797;Maipu;2;1;60;72;
975068;Colina;5;4;280;1730;
1218836;Colina;6;4;375;6297;
434349;Colina;3;3;150;350;2
130760;Maipu;2;2;56;128;1
139477;Maipu;3;1;77;156;1
97507;Quilicura;3;1;70;89;1
620174;Vitacura;3;2;107;250;
68493;PuenteAlto;4;1;55;63;1
293898;PuenteAlto;8;3;140;270;
272727;EstacionCentral;3;3;86;510;6
348692;LaReina;3;2;100;100;2
545152;LasCondes;4;3;147;276;2
1772852;Vitacura;4;5;320;2500;7
98381;PuenteAlto;3;1;63;67;1
746814;LasCondes;4;3;170;207;2
149440;PuenteAlto;3;3;80;120;2
576177;Vitacura;5;3;185;260;
647572;Maipu;5;5;343;344;2
340831;LaReina;3;2;90;160;3
677673;Colina;5;3;196;532;2
186800;Lampa;3;2;125;228;
204764;Ñuñoa;1;1;38;49;1
157562;Colina;3;2;79;143;
87173;LaPintana;2;1;93;120;1
186800;Ñuñoa;3;1;120;250;4
102117;PuenteAlto;4;1;120;198;
113948;PuenteAlto;3;1;80;130;1
429917;LaFlorida;4;3;156;319;3
753462;LaFlorida;4;3;160;1000;11
1218836;Colina;6;6;470;3800;4
160635;Maipu;3;2;61;176;3
766758;Vitacura;5;3;168;368;3
1551245;LoBarnechea;5;5;330;760;3
118306;PuenteAlto;3;1;80;130;3
265928;Maipu;3;2;106;156;2
189695;Maipu;3;2;113;120;
199446;Quilicura;4;2;120;165;2
695401;Santiago;20;5;450;140;
86427;LaFlorida;3;1;52;101;
106371;ElMonte;3;2;55;55;1
230471;PadreHurtado;3;3;110;200;2
136986;Maipu;3;1;46;146;5
149440;Maipu;2;2;78;144;
220720;Peñalolén;4;2;95;109;2
183933;Pudahuel;3;1;72;110;
137396;LaFlorida;3;2;90;110;
150692;PedroAguirreCerda;3;2;136;200;
536288;Vitacura;4;2;81;240;
186149;Maipu;4;3;108;121;
155125;Maipu;3;1;55;131;
93075;Quilicura;2;1;52;78;
598337;LasCondes;5;3;200;300;2
260831;Maipu;3;3;90;120;
421052;Colina;3;3;140;600;6
220720;Peñalolén;4;2;95;109;2
802215;LoBarnechea;4;4;180;530;3
64757;PuenteAlto;3;1;74;95;
58531;PuenteAlto;4;1;80;95;3
322216;Maipu;3;3;137;200;2
309363;Huechuraba;3;2;107;227;3
181717;Lampa;4;3;105;157;
1494396;LasCondes;3;2;160;940;5
527423;Vitacura;3;2;80;190;2
1041550;LasCondes;5;4;216;429;3
729972;Vitacura;4;3;133;247;
136986;LaGranja;9;3;200;300;
224159;Santiago;5;2;162;175;
87173;PuenteAlto;3;1;47;160;2
487091;Recoleta;4;3;177;271;
168120;Maipu;4;3;93;124;
180573;Peñaflor;3;3;80;142;2
161893;PuenteAlto;5;2;100;120;
1413849;LoBarnechea;4;4;316;1107;
1085872;LasCondes;6;5;360;750;
1019390;LasCondes;5;3;170;801;4
185485;LaFlorida;4;4;160;160;1
864265;Vitacura;3;2;210;320;
885051;Providencia;3;2;453;201;
1768420;Vitacura;3;;390;1050;2
193026;PuenteAlto;5;3;200;266;3
248199;PuenteAlto;3;3;1;1;
155125;SanBernardo;4;1;100;200;
280199;PuenteAlto;4;1;113;613;3
684932;Ñuñoa;12;4;450;490;3
79778;LaFlorida;2;1;70;80;
183800;PuenteAlto;3;3;120;149;
310249;Santiago;4;2;180;200;1
217933;Peñalolén;5;2;165;135;1
279224;PuenteAlto;5;3;150;240;1
114570;Renca;3;1;50;129;
421052;LaReina;4;2;90;180;
214692;Santiago;4;1;103;176;
115816;Peñaflor;3;2;130;130;
80946;PuenteAlto;3;1;65;77;2
211706;PuenteAlto;4;2;134;205;4
220720;LaFlorida;3;3;102;158;2
616066;Colina;4;4;200;550;2
775623;LasCondes;5;3;150;570;3
191512;CaleradeTango;4;2;72;400;
1217949;LasCondes;6;4;340;1615;4
483102;Huechuraba;4;4;140;400;2
842105;Vitacura;3;2;130;312;2
190535;Maipu;3;3;80;125;3
168120;PuenteAlto;3;2;85;136;
664819;LoBarnechea;5;3;140;330;3
908587;Vitacura;4;3;144;530;3
180573;Maipu;3;2;130;156;3
188809;PuenteAlto;2;3;149;149;1
67248;Paine;4;1;65;70;1
274792;PadreHurtado;4;3;107;310;2
286426;LaCisterna;4;3;280;330;4
1103600;LoBarnechea;5;4;363;1008;5
144458;Maipu;4;2;100;125;2
74097;SanBernardo;4;2;108;108;
141968;Maipu;4;1;79;79;
108344;PadreHurtado;3;2;77;77;1
80946;SanBernardo;4;1;59;85;1
522991;Providencia;4;3;130;190;
87173;LaFlorida;1;1;47;120;1
243767;LaFlorida;7;3;140;200;
159402;Quilicura;6;2;77;120;
131501;EstacionCentral;3;1;70;170;1
123288;Cerrillos;4;2;180;200;
174346;ElBosque;4;1;116;250;
675900;Colina;3;3;150;518;2
749030;LaReina;4;3;180;400;
281883;EstacionCentral;5;2;142;120;
206094;LaFlorida;3;;75;105;1
206094;LaFlorida;3;;75;105;1
654626;SanBernardo;3;3;200;830;
817728;LasCondes;4;4;170;382;2
684919;Ñuñoa;3;2;129;313;4
136986;LaFlorida;3;1;90;120;
314681;Ñuñoa;5;2;184;360;2
102692;PuenteAlto;3;2;81;135;1
210526;Peñaflor;4;3;132;235;3
84682;PuenteAlto;2;1;80;70;1
124011;PuenteAlto;4;2;100;100;3
311333;Pirque;3;2;108;3000;3
88909;PuenteAlto;3;1;85;75;1
94645;Lampa;3;1;58;103;1
664376;LasCondes;4;2;160;200;
105853;Maipu;3;1;70;120;
195517;PuenteAlto;5;3;120;149;
124533;Peñaflor;3;1;;;
212742;Peñalolén;3;1;83;100;1
208310;Peñalolén;3;1;83;100;1
199253;Peñalolén;7;3;180;180;2
82814;SanBernardo;4;2;75;80;1
186800;EstacionCentral;3;1;120;180;3
174346;LaFlorida;4;2;100;240;1
111690;PuenteAlto;4;1;100;130;3
105853;SanBernardo;4;3;85;90;1
232687;Pudahuel;4;3;142;140;
64757;Maipu;2;1;;;
143213;LaGranja;3;1;109;156;4
108344;PuenteAlto;3;2;;;1
885539;Providencia;3;3;201;455;
221163;SanBernardo;3;2;120;203;2
112080;Maipu;3;1;;;1
87173;Maipu;3;2;;;1
83437;CerroNavia;4;2;76;110;2
92777;Pudahuel;3;2;50;79;1
367867;Huechuraba;4;4;130;200;2
155666;PuenteAlto;5;3;;;3
118306;LaFlorida;3;1;67;126;1
97507;Pudahuel;3;1;54;162;2
193026;Macul;5;3;;;2
273973;Santiago;4;1;148;175;
248199;PuenteAlto;4;3;123;159;
273973;Santiago;5;1;204;204;
105853;Pudahuel;4;2;;;
136986;LaGranja;3;1;;;2
176842;LaFlorida;3;2;7035;1278;2
323545;LaFlorida;2;1;400;400;
148476;LaFlorida;2;1;68;150;
1201743;PuenteAlto;4;;580;1890;20
149440;Independencia;4;2;100;154;
575734;LaReina;5;2;195;400;5
571745;Colina;5;3;240;5340;10
483102;LaReina;6;3;170;425;7
117451;LaFlorida;3;1;46;106;1
170637;Quilicura;3;2;70;100;
1041550;Colina;4;4;220;5000;1
318670;LaReina;3;2;90;200;2
125651;LaCisterna;6;1;178;190;
50083;LaPintana;3;1;50;50;
73751;Paine;3;1;72;91;
144044;SanBernardo;4;2;168;143;1
101939;Paine;4;1;78;106;2
67248;CerroNavia;2;1;43;53;
598337;LasCondes;3;2;91;217;2
443213;Providencia;2;1;198;313;
443124;Talagante;5;3;225;366;
89664;Macul;2;1;45;115;
136986;Maipu;4;1;;;2
319113;LaFlorida;4;2;100;240;
106371;Lampa;3;2;55;79;2
110834;Lampa;3;2;53;87;1
174346;PuenteAlto;4;2;85;128;3
709141;Melipilla;5;4;310;1758;9
273906;PadreHurtado;4;3;140;260;3
1280885;LasCondes;8;7;300;954;3
186800;Peñalolén;5;4;130;175;3
303822;LasCondes;3;2;79;119;1
205119;PuenteAlto;4;1;92;286;2
186800;Peñalolén;5;2;220;120;1
318670;Santiago;6;2;180;300;
160648;PadreHurtado;2;3;69;157;2
334626;Melipilla;3;3;5000;5000;
483102;Ñuñoa;3;3;170;280;2
84920;Talagante;3;2;77;90;2
381163;LaFlorida;5;3;148;241;3
128532;LoBarnechea;2;1;75;75;
133250;Talagante;5;2;120;120;
97136;Talagante;2;1;45;110;2
911556;Colina;5;3;341;1099;2
124533;Lampa;2;2;85;120;
110834;Lampa;3;2;53;87;1
87173;PuenteAlto;2;1;43;80;1
179989;Quilicura;3;1;57;178;2
136986;LaFlorida;4;1;88;128;3
168120;PuenteAlto;2;1;90;190;2
332410;PuenteAlto;3;3;192;220;2
80946;SanBernardo;3;2;80;87;2
62267;SanBernardo;3;1;48;68;3
198630;PuenteAlto;5;3;120;149;
112576;EstacionCentral;3;1;146;200;
398892;LaFlorida;4;4;127;370;2
156631;LoPrado;3;2;116;200;
267746;Maipu;4;3;171;207;3
474238;LaFlorida;4;2;140;401;2
83324;PuenteAlto;4;2;87;90;1
1450193;LaReina;4;4;;;
199253;LaCisterna;5;3;168;230;2
837672;Colina;5;5;245;700;2
83437;LaPintana;4;1;94;128;1
292653;PuenteAlto;4;3;114;500;2
283169;PuenteAlto;3;2;94;283;2
312465;IsladeMaipo;3;2;140;1000;
704709;Providencia;4;4;175;433;
833240;Providencia;5;4;213;462;4
616066;LasCondes;3;4;176;297;2
1174514;LoBarnechea;6;5;278;1009;2
1506924;LoBarnechea;4;3;314;808;3
240349;LaFlorida;3;1;83;168;1
1325207;Vitacura;5;6;370;700;2
205479;Lampa;3;2;80;222;2
376731;Pudahuel;4;3;127;300;
575290;LoBarnechea;4;3;160;335;2
450836;Macul;4;3;151;432;
180573;Recoleta;3;1;90;200;2
236613;LaCisterna;5;3;;;
361146;Talagante;3;3;156;5000;
647091;LaReina;3;2;190;485;3
97773;PuenteAlto;3;1;55;80;2
130881;PuenteAlto;3;1;140;85;1
98305;LaPintana;4;3;119;99;1
192443;PuenteAlto;4;2;134;205;1
114039;SanBernardo;3;1;66;78;1
447073;Vitacura;4;2;150;240;2
221606;Lampa;4;3;106;183;2
509695;PuenteAlto;2;1;305;654;
105853;PuenteAlto;3;2;67;117;
168120;LaCisterna;4;1;111;144;
1462603;LoBarnechea;6;4;465;1409;
138061;SanBernardo;3;2;50;122;2
221606;Lampa;3;3;103;220;2
116438;PuenteAlto;5;2;47;80;2
186800;Peñalolén;3;1;77;162;
107656;Talagante;3;2;73;78;1
112080;PuenteAlto;3;1;58;105;1
211706;LaFlorida;3;3;93;180;
252188;Quilicura;3;3;106;140;2
367867;Pudahuel;3;3;100;210;2
560399;CaleradeTango;4;3;397;6800;
117451;Lampa;3;1;54;96;2
80946;PuenteAlto;4;2;65;80;
1551245;LasCondes;5;6;424;14000;
119224;Peñaflor;2;2;44;128;1
186800;Pudahuel;4;3;110;110;1
199253;Independencia;4;2;164;200;
450836;Macul;4;3;151;432;
83280;Santiago;3;1;50;79;2
1817173;LasCondes;5;;220;800;
118306;PuenteAlto;3;2;60;100;
640000;Peñaflor;8;6;354;5300;3
99626;PuenteAlto;2;1;70;80;
330858;Curacaví;4;2;120;5950;
155666;ElBosque;3;1;62;160;2
180573;Peñalolén;3;2;90;162;
100609;Buin;3;1;60;200;3
341274;Huechuraba;3;1;129;263;2
312465;EstacionCentral;3;1;120;340;5
473795;Colina;3;3;139;470;
273973;Recoleta;3;1;120;259;1
469806;Colina;3;3;139;490;
465374;Colina;3;3;139;470;2
1174514;LoBarnechea;3;5;209;1232;6
155125;Recoleta;4;2;100;151;
150249;Buin;3;2;62;189;3
217933;PuenteAlto;4;2;110;220;
545152;Vitacura;4;3;154;339;
72229;SanBernardo;3;1;36;11300;
1187811;Providencia;5;7;372;522;6
141828;Lampa;2;1;60;100;
252631;PuenteAlto;4;3;90;220;2
265485;LaReina;4;3;180;180;1
88643;ElBosque;2;;35;170;
257064;ElBosque;4;2;126;306;1
708254;Ñuñoa;4;3;198;427;3
186800;Peñaflor;3;3;90;140;1
105853;Quilicura;3;3;70;84;1
651479;LasCondes;4;2;136;308;4
97136;Maipu;4;1;100;72;1
84682;LaFlorida;2;1;72;60;1
216731;PadreHurtado;3;3;90;180;3
236365;Peñaflor;4;3;139;231;3
159402;SanJoaquín;4;1;81;180;2
749030;Pirque;5;5;315;5037;10
655955;Colina;3;3;160;650;6
272576;Quilicura;3;3;117;192;3
87173;Lampa;3;2;72;72;
146949;Maipu;3;3;80;123;3
619612;Colina;4;3;170;400;2
443213;CaleradeTango;3;3;190;5000;13
112080;Curacaví;3;2;64;90;
311333;ElBosque;3;4;257;280;4
239103;LaFlorida;6;5;155;175;3
136986;Recoleta;6;2;168;124;
886426;LasCondes;6;3;185;396;2
248199;PuenteAlto;4;3;116;209;2
149440;Ñuñoa;2;1;43;40;
311333;Buin;4;2;117;325;
176266;Renca;2;2;66;101;1
716675;LasCondes;3;2;140;290;2
93400;PuenteAlto;4;2;100;100;
105853;Maipu;4;1;75;160;1
84682;LaPintana;2;1;100;126;
105853;LaPintana;3;1;100;120;1
105853;LaFlorida;3;1;80;100;1
62267;LaFlorida;3;1;;;1
174346;Peñalolén;7;2;180;234;2
85928;PuenteAlto;3;1;60;92;1
348692;Santiago;4;2;230;148;4
168120;Peñalolén;4;3;114;162;1
565097;Ñuñoa;5;3;157;355;
240971;Buin;3;3;140;200;3
518559;LaReina;5;4;152;285;
314681;Macul;9;5;152;300;5
93400;Colina;3;1;90;90;
132179;Colina;3;2;136;136;
249972;Tiltil;3;3;106;268;
136986;Colina;3;2;110;110;1
753152;Ñuñoa;4;3;280;790;1
298879;SanMiguel;9;5;500;330;2
217933;Maipu;3;3;140;220;3
195014;Conchalí;2;1;129;299;3
106371;Maipu;3;2;80;120;
186149;Maipu;4;2;139;130;
168120;Peñalolén;4;2;117;152;3
118306;LaFlorida;3;2;80;100;
141828;Renca;3;2;67;140;2
1192243;LasCondes;7;5;280;662;2
220423;Maipu;4;2;180;205;1
75346;EstacionCentral;2;1;65;65;
500831;Colina;3;3;145;450;3
87173;PuenteAlto;3;1;78;90;1
321329;LaFlorida;3;3;117;285;5
97108;PuenteAlto;4;1;80;80;
93275;Peñaflor;2;1;;;
598337;LaReina;4;3;194;301;1
68493;SanBernardo;2;1;62;60;
390027;Colina;4;3;130;430;2
93400;PuenteAlto;4;1;88;72;
105853;SanBernardo;3;2;;;
305106;Lampa;3;1;117;2006;
201219;Renca;6;2;160;350;1
170610;Pudahuel;3;2;;;1
224159;SanBernardo;3;2;70;280;1
149440;LaFlorida;4;2;71;161;
267746;Maipu;4;3;171;207;3
186800;SanBernardo;3;2;180;288;
252631;SanMiguel;2;1;80;235;
108011;SanBernardo;5;1;83;108;1
664376;LasCondes;4;2;160;200;
130305;PuenteAlto;5;1;80;85;
372299;LasCondes;3;3;118;118;1
177285;Independencia;4;2;150;262;
168120;Colina;3;2;68;70;
161893;PuenteAlto;3;2;119;129;
797783;LasCondes;4;4;210;500;6
118306;LaFlorida;4;2;110;120;3
1240996;LoBarnechea;6;6;200;700;2
288088;Quilicura;3;3;145;200;
70984;SanBernardo;4;1;82;72;1
225994;Maipu;4;3;116;159;
261519;LaFlorida;4;2;140;205;1
130906;Maipu;3;2;86;138;
99626;PuenteAlto;4;1;100;90;
78456;PuenteAlto;2;1;55;75;
100565;Talagante;3;2;130;140;
265928;ElMonte;4;3;112;650;
247821;LaCisterna;3;1;120;340;
207970;PuenteAlto;3;2;121;250;
80946;LoEspejo;2;2;54;54;1
1240996;LoBarnechea;5;5;345;1050;3
165318;Recoleta;4;2;128;128;
487490;Colina;3;3;158;360;3
144044;PuenteAlto;3;2;60;125;2
616066;Colina;5;4;168;619;4
561108;LaFlorida;5;3;250;615;3
322540;LaFlorida;3;3;108;174;2
349695;LaCisterna;3;2;220;600;
547945;Providencia;8;3;281;518;
600554;Providencia;4;3;140;160;2
348692;Ñuñoa;4;2;165;165;1
211706;PuenteAlto;3;3;90;167;
310249;EstacionCentral;4;4;160;200;
149440;Maipu;3;2;206;206;1
205119;Cerrillos;2;1;51;672;6
105853;PuenteAlto;3;1;120;74;
1187811;Colina;4;4;413;5000;12
753462;LasCondes;4;3;220;388;3
84166;PuenteAlto;3;1;67;68;
288088;Quilicura;5;3;145;200;3
101053;Quilicura;3;1;51;57;1
115816;SanRamon;3;1;72;110;
106371;PuenteAlto;3;1;75;125;1
1041550;LasCondes;5;4;336;732;4
168120;PuenteAlto;3;2;72;120;
766758;Ñuñoa;6;4;315;492;
373599;Providencia;5;2;190;368;
296953;Pudahuel;3;3;110;190;1
448306;LasCondes;3;1;64;310;2
620498;Pirque;4;5;250;5900;9
112080;PuenteAlto;2;1;90;90;2
87796;SanBernardo;2;1;50;85;
518559;LaReina;3;2;;;6
655955;LaReina;4;4;159;300;2
345706;LaReina;3;1;81;192;2
793351;LasCondes;4;3;210;500;
99626;ElBosque;4;1;70;70;1
143213;SanBernardo;4;2;84;208;2
89307;SanBernardo;2;1;;;2
179280;SanBernardo;4;3;;;2
122042;PuenteAlto;5;2;104;104;
84682;PuenteAlto;2;1;52;100;2
549584;LaReina;3;3;180;360;
372299;Macul;3;3;240;240;4
140055;PuenteAlto;3;1;75;150;
4431243;LasCondes;5;7;460;4925;
571745;Colina;4;3;425;160;2
1462603;Vitacura;4;3;231;800;2
434349;LaFlorida;4;3;140;385;2
569529;Paine;4;3;260;8600;3
201352;Peñaflor;8;3;201;500;
211706;LoPrado;3;2;98;170;3
1276453;LoBarnechea;4;3;363;1216;5
224159;LaFlorida;4;3;161;161;
146260;Recoleta;4;2;103;128;2
87173;PuenteAlto;3;1;75;77;
106814;Quilicura;4;1;82;83;2
961772;LasCondes;6;4;244;443;
114925;CaleradeTango;5;2;97;250;
161906;Peñalolén;4;3;147;160;1
429917;Paine;3;4;191;2660;10
730858;LaReina;3;3;180;410;
709141;Peñaflor;4;4;350;5000;1
359002;PuenteAlto;5;4;160;350;2
277008;SanMiguel;3;1;113;387;6
161893;Peñalolén;3;2;62;160;1
762282;LasCondes;5;3;180;300;
68493;LaPintana;3;1;48;120;
885539;LasCondes;4;4;207;295;1
404210;LaFlorida;5;4;140;315;2
53549;PuenteAlto;1;2;50;70;
153176;Recoleta;4;2;115;182;1
460772;Recoleta;6;2;205;602;2
1373960;LasCondes;5;6;380;930;3
97136;PuenteAlto;3;1;65;83;1
295845;LaFlorida;4;4;130;189;
105853;Pudahuel;4;2;90;120;2
170637;Lampa;3;3;95;174;2
161893;Cerrillos;3;2;83;128;2
156410;Maipu;2;2;84;159;
361146;EstacionCentral;6;3;185;310;2
487534;Colina;4;4;160;400;
744598;CaleradeTango;4;5;355;5000;3
161893;EstacionCentral;2;1;180;180;2
89664;Lampa;2;1;48;145;
162881;Pudahuel;3;2;95;153;1
193026;Talagante;8;3;250;240;
181717;LoPrado;4;1;120;300;2
180573;Maipu;4;3;135;156;
161893;Peñalolén;6;4;100;171;
177285;Lampa;3;3;84;133;2
181052;Lampa;3;3;101;135;1
176842;ElBosque;4;2;400;400;
74720;Maipu;2;1;60;60;
149440;PuenteAlto;3;2;74;118;
373599;Pudahuel;3;3;220;1000;
124533;SanBernardo;3;1;49;82;
793351;Providencia;7;4;225;568;
118306;PuenteAlto;3;1;75;123;
162881;EstacionCentral;2;1;72;77;1
547945;LasCondes;5;4;198;361;
359900;Macul;4;2;85;264;1
180573;Lampa;4;3;109;177;
1994458;LasCondes;5;6;424;14000;
149440;Peñaflor;3;2;104;158;
485679;SanMiguel;7;3;194;500;
95890;Lampa;2;1;50;92;
908587;LasCondes;4;3;180;470;2
2880884;Vitacura;5;5;700;5000;20
119552;Maipu;4;1;75;125;
225994;Renca;5;2;116;115;1
1019390;LoBarnechea;5;3;225;619;2
183889;Lampa;4;3;106;150;2
2127422;Vitacura;5;5;628;1003;5
170610;QuintaNormal;4;2;80;100;3
576177;LaReina;5;2;195;350;
149440;PadreHurtado;3;1;70;325;
127424;LaFlorida;4;2;95;131;3
124100;Lampa;3;1;55;190;
77210;Renca;3;2;80;60;
219178;LaFlorida;3;2;165;210;
908587;LaReina;5;3;210;750;2
621420;SanMiguel;6;3;245;630;
168120;LoPrado;4;1;82;208;1
348692;SanMiguel;4;3;120;178;
112080;PuenteAlto;2;1;45;80;
620055;LasCondes;8;4;200;265;
136986;PadreHurtado;3;1;50;130;2
247756;Quilicura;4;3;108;231;1
341274;Recoleta;9;5;318;483;
161893;Peñalolén;5;4;118;107;2
158449;Peñalolén;4;2;120;190;3
797011;Santiago;25;4;713;410;
1263157;LasCondes;6;5;317;630;4
305817;Quilicura;5;4;175;154;
447645;Recoleta;5;3;228;558;5
1329639;SanPedro;5;2;450;5000;
267746;LaGranja;8;4;350;575;2
963988;LasCondes;6;5;210;452;2
99626;PuenteAlto;2;1;50;144;
186800;Maipu;6;4;180;180;1
217933;Maipu;3;2;124;205;
3988917;LasCondes;5;4;300;2900;6
257064;Buin;3;3;95;180;
217933;PuenteAlto;3;2;80;162;
148476;PadreHurtado;3;2;87;110;1
99626;PuenteAlto;3;1;54;62;1
336239;Conchalí;3;;125;405;5
575734;LasCondes;6;4;430;160;3
686980;Providencia;6;3;225;372;3
74720;SanBernardo;1;1;65;132;1
242839;Renca;4;3;125;194;2
1187811;LasCondes;4;4;456;666;2
1187811;LasCondes;4;4;427;930;
87173;PuenteAlto;2;1;45;54;1
75965;Colina;4;2;270;270;
186800;PuenteAlto;3;3;76;133;1
527423;Ñuñoa;3;2;139;519;
314681;Macul;9;5;152;300;3
112080;ElBosque;3;2;84;168;
642659;Colina;4;3;180;427;2
288088;SanBernardo;3;3;97;250;3
562880;Colina;3;3;153;420;2
1085872;Colina;5;4;381;1500;4
1007113;Providencia;5;5;365;544;7
1130193;Vitacura;5;4;240;390;
120797;PuenteAlto;4;2;90;250;
87173;Colina;4;2;;;1
199253;Colina;4;1;;;2
84682;Colina;3;2;;;
367867;Ñuñoa;2;2;102;103;2
137396;ElBosque;3;1;80;150;1
483102;Paine;3;4;248;11700;1
155666;Peñalolén;2;1;89;180;1
239113;Talagante;8;3;170;500;
76277;Santiago;1;1;21;21;
361146;LaCisterna;6;3;320;540;1
602770;LasCondes;4;4;190;299;2
314238;Independencia;6;3;161;320;2
169988;SanBernardo;3;3;90;160;1
289640;Santiago;4;1;122;178;
199446;Quilicura;5;2;120;192;2
664819;LoBarnechea;5;4;180;320;3
101939;PadreHurtado;3;1;92;130;1
155666;Peñalolén;3;1;80;90;1
311333;Maipu;3;1;121;390;
673684;Providencia;10;3;232;377;6
407756;LaFlorida;3;3;100;300;
97136;SanBernardo;4;1;80;100;
58531;ElBosque;3;1;41;71;
314681;Buin;4;3;122;256;
363435;LaReina;3;3;103;103;
143213;Quilicura;3;2;68;84;1
435866;LaCisterna;3;1;110;270;1
509252;Santiago;4;3;125;726;2
700276;Ñuñoa;3;2;205;206;4
1276453;LoBarnechea;5;5;363;1216;5
93400;Maipu;2;1;46;62;1
156454;Huechuraba;4;2;167;167;
208310;PuenteAlto;3;2;100;120;
217933;PuenteAlto;4;2;140;229;
